movie_title,duration,gross,genres,plot_keywords,budget,title_year,imdb_score,aspect_ratio
Clash of the Titans,106,163192114,Action|Adventure|Fantasy,famous line|hand to hand combat|kraken|rape|zeus,125000000,2010,5.8,2.35
Total Recall,113,119412921,Action|Sci-Fi,ambiguous ending|false memory|implanted memory|memory|space colony,65000000,1990,7.5,1.85
The 13th Warrior,102,32694788,Action|Adventure|History,arab|battle|combat|viking|warrior,85000000,1999,6.6,2.35
The Bourne Legacy,135,113165635,Action|Adventure|Thriller,assassin|cia|drone|pill|wolf,125000000,2012,6.7,2.35
Batman & Robin,125,107285004,Action,butler|critically bashed|cure|freeze|gotham,125000000,1997,3.7,1.85
How the Grinch Stole Christmas,110,260031035,Comedy|Family|Fantasy,box office hit|christmas|materialism|public humiliation|snowflake,123000000,2000,6,1.85
The Day After Tomorrow,124,186739919,Action|Adventure|Sci-Fi|Thriller,climate|end of the world|global warming|natural disaster|weather,125000000,2004,6.4,2.35
Mission: Impossible II,123,215397307,Action|Adventure|Thriller,cure|mission|terrorist|thief|virus,125000000,2000,6.1,2.35
The Perfect Storm,130,182618434,Action|Adventure|Drama|Thriller,death|fish|fishing|sea|storm,140000000,2000,6.4,2.35
Fantastic 4: Rise of the Silver Surfer,92,131920333,Action|Adventure|Sci-Fi|Thriller,fantastic four|space|strong female character|strong female lead|superheroine,130000000,2007,5.6,2.35
Life of Pi,127,124976634,Adventure|Drama|Fantasy,animal|faith|india|journey|tiger,120000000,2012,8,1.85
Ghost Rider,123,115802596,Action|Fantasy|Thriller,blackheart|devil|father|ghost|mephistopheles,110000000,2007,5.2,2.35
Jason Bourne,123,108521835,Action|Thriller,black ops|chase|cia|cia agent|repeated scene,120000000,2016,7.1,2.35
Charlie's Angels: Full Throttle,107,100685880,Action|Adventure|Comedy|Crime,fbi|murder|ring|witness protection|witness protection program,120000000,2003,4.8,2.35
Prometheus,124,126464904,Adventure|Mystery|Sci-Fi,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,130000000,2012,7,2.35
Stuart Little 2,77,64736114,Adventure|Animation|Comedy|Family|Fantasy,anthropomorphic mouse|falcon|marshmallow|second part|soccer,120000000,2002,5.4,1.85
Elysium,109,93050117,Action|Drama|Sci-Fi|Thriller,christ figure|class differences|messiah|saviour|social commentary,115000000,2013,6.6,2.35
The Chronicles of Riddick,134,57637485,Action|Adventure|Sci-Fi|Thriller,bounty hunter|escape|necromonger|planet|warrior,105000000,2004,6.7,2.35
RoboCop,117,58607007,Action|Crime|Sci-Fi|Thriller,law enforcement|police|robocop|robot|technology,100000000,2014,6.2,2.35
Speed Racer,135,43929341,Action|Family|Sport,based on anime|based on cartoon|gadget car|racer|speed,120000000,2008,6.1,2.35
How Do You Know,121,30212620,Comedy|Drama|Romance,embarrassment|falling in love|love|love triangle|revelation,120000000,2010,5.3,1.85
Knight and Day,117,76418654,Action|Comedy|Romance,chase|fbi|garage|spy|surveillance,117000000,2010,6.3,2.35
Oblivion,124,89021735,Action|Adventure|Mystery|Sci-Fi,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,120000000,2013,7,2.35
Star Wars: Episode III - Revenge of the Sith,140,380262555,Action|Adventure|Fantasy|Sci-Fi,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,113000000,2005,7.6,2.35
Star Wars: Episode II - Attack of the Clones,142,310675583,Action|Adventure|Fantasy|Sci-Fi,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,115000000,2002,6.7,1.78
"Monsters, Inc.",92,289907418,Adventure|Animation|Comedy|Family|Fantasy,friend|little girl|monster|rival|scream,115000000,2001,8.1,1.85
The Wolverine,138,132550960,Action|Adventure|Sci-Fi|Thriller,healing power|marvel comics|mecha|regeneration|self healing,120000000,2013,6.7,2.35
Star Wars: Episode I - The Phantom Menace,136,474544677,Action|Adventure|Fantasy|Sci-Fi,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,115000000,1999,6.5,2.35
The Croods,98,187165546,Adventure|Animation|Comedy|Family|Fantasy,cave|caveman|journey|strict father|survival,135000000,2013,7.3,2.35
Windtalkers,153,40911830,Action|Drama|War,code|duty|steel helmet|u.s. marine|u.s. soldier,115000000,2002,6,2.35
The Huntsman: Winter's War,120,47952020,Action|Adventure|Drama|Fantasy,based on fairy tale|dark fantasy|fairy tale|second part|sequel,115000000,2016,6.1,2.35
Teenage Mutant Ninja Turtles,101,190871240,Action|Adventure|Comedy|Sci-Fi,18 wheeler|mutant|ninja|sewer|turtle,125000000,2014,5.9,2.35
Gravity,91,274084951,Adventure|Drama|Sci-Fi|Thriller,box office hit|long take|sole survivor|space|space station,100000000,2013,7.8,2.35
Dante's Peak,108,67155742,Action|Adventure|Thriller,ash|escape|lava|mayor|volcano,116000000,1997,5.8,2.35
Teenage Mutant Ninja Turtles: Out of the Shadows,112,81638674,Action|Adventure|Comedy|Sci-Fi,based on comic book|brother brother relationship|rat|sequel|turtle,135000000,2016,6.3,2.35
Fantastic Four,100,56114221,Action|Adventure|Sci-Fi,box office flop|critically bashed|portal|teleportation|troubled production,120000000,2015,4.3,2.35
Night at the Museum,108,250863268,Action|Adventure|Comedy|Family|Fantasy,chaos|museum|museum of natural history|night watchman|watchman,110000000,2006,6.4,1.85
San Andreas,114,155181732,Action|Adventure|Drama|Thriller,disaster movie|earthquake|journey|natural disaster|san andreas fault,110000000,2015,6.1,2.35
Tomorrow Never Dies,119,125332007,Action|Adventure|Thriller,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,110000000,1997,6.5,2.35
The Patriot,142,113330342,Action|Drama|History|War,american revolution|british|french|hero|standoff,110000000,2000,7.1,2.35
Ocean's Twelve,125,125531634,Crime|Thriller,father daughter relationship|heist|pretending to be pregnant|sequel|thief,110000000,2004,6.4,2.35
Mr. & Mrs. Smith,126,186336103,Action|Comedy|Crime|Romance|Thriller,assassin|marriage|secret agent|suburb|target,120000000,2005,6.5,2.35
Insurgent,119,129995817,Adventure|Sci-Fi|Thriller,action heroine|falling from height|mind control|trainhopping|truth serum,110000000,2015,6.3,2.35
The Aviator,170,102608827,Biography|Drama,1920s|aviation|fight|spruce goose|test flight,110000000,2004,7.5,2.35
Gulliver's Travels,85,42776259,Adventure|Comedy|Family|Fantasy,bermuda triangle|box office hit|shipwrecked|travel|travel writer,112000000,2010,4.9,2.35
The Green Hornet,119,98780042,Action|Comedy|Crime|Sci-Fi|Thriller,heir|kung fu|party|playboy|superhero,120000000,2011,5.8,2.35
300: Rise of an Empire,102,106369117,Action|Drama|Fantasy|War,army|commander|female rear nudity|greek|navy,110000000,2014,6.2,2.35
The Smurfs,103,142614158,Adventure|Animation|Comedy|Family|Fantasy,blue|new york|new york city|no opening credits|smurf,110000000,2011,5.5,1.78
Home on the Range,76,50026353,Animation|Comedy|Family|Music|Western,cattle|cow|dairy farm|farm|rustler,110000000,2004,5.4,1.78
Allegiant,120,66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,110000000,2016,5.8,2.35
Real Steel,127,85463309,Action|Drama|Sci-Fi|Sport,arena|boxing|boxing movie|robot|robot battle,110000000,2011,7.1,2.35
The Smurfs 2,105,71017784,Adventure|Animation|Comedy|Family|Fantasy,based on cartoon|box office hit|no opening credits|sequel|smurf,105000000,2013,5.4,1.85
Speed 2: Cruise Control,121,48068396,Action|Crime|Romance|Thriller,collision course|computer|cruise|diamonds|ship run aground,160000000,1997,3.7,2.35
Ender's Game,114,61656849,Action|Sci-Fi,alien|future|manipulation|simulation|training,110000000,2013,6.7,2.35
Live Free or Die Hard,129,134520804,Action|Adventure|Thriller,fbi|hacker|independence day|police|terrorist,110000000,2007,7.2,2.35
The Lord of the Rings: The Fellowship of the Ring,171,313837577,Action|Adventure|Drama|Fantasy,elf|hobbit|middle earth|quest|ring,93000000,2001,8.8,2.35
Around the World in 80 Days,120,24004159,Action|Adventure|Comedy,19th century|around the world|inventor|martial arts|train,110000000,2004,5.8,2.35
Ali,165,58183966,Biography|Drama|Sport,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,107000000,2001,6.8,2.35
The Cat in the Hat,82,100446895,Adventure|Comedy|Family|Fantasy,based on cult comic book|cat|home alone|imagination|talking cat,109000000,2003,3.8,1.85
"I, Robot",115,144795350,Action|Mystery|Sci-Fi|Thriller,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,120000000,2004,7.1,2.35
Kingdom of Heaven,194,47396698,Action|Adventure|Drama|History|War,12th century|crusader|jerusalem|knight|medieval times,130000000,2005,7.2,2.35
Stuart Little,84,140015224,Adventure|Comedy|Family|Fantasy,box office hit|cat|first part|mouse|orphanage,133000000,1999,5.9,1.85
The Princess and the Frog,97,104374107,Animation|Family|Fantasy|Musical|Romance,amphibian|dream|frog|frog prince|waitress,105000000,2009,7.1,1.85
The Martian,151,228430993,Adventure|Drama|Sci-Fi,astronaut|international cooperation|left for dead|nasa|space habitat,108000000,2015,8.1,2.35
The Island,136,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,clone|environment|escape|island|lottery,126000000,2005,6.9,2.35
Town & Country,104,6712451,Comedy|Romance,anniversary|architect|cellist|friend|hardware store,90000000,2001,4.4,1.85
Gone in Sixty Seconds,127,101643008,Action|Crime|Thriller,auto theft|brother|car|theft|thief,90000000,2000,6.5,2.35
Gladiator,171,187670866,Action|Drama|Romance,battlefield|blood|combat|gladiator|roman empire,103000000,2000,8.5,2.35
Minority Report,145,132014112,Action|Mystery|Sci-Fi|Thriller,future|murder|neo noir|washington d.c.|year 2054,102000000,2002,7.7,2.35
Harry Potter and the Chamber of Secrets,174,261970615,Adventure|Family|Fantasy|Mystery,bildungsroman|flying broom|invisibility cloak|monster|wizardry,100000000,2002,7.4,2.35
Casino Royale,144,167007184,Action|Adventure|Thriller,casino|espionage|free running|james bond|terrorist,150000000,2006,8,2.35
Planet of the Apes,119,180011740,Action|Adventure|Sci-Fi|Thriller,astronaut|cage|planet|wilhelm scream|year 2029,100000000,2001,5.7,2.35
Terminator 2: Judgment Day,153,204843350,Action|Sci-Fi,future|liquid metal|multiple cameos|sexy woman|time travel,102000000,1991,8.5,2.35
Public Enemies,140,97030725,Biography|Crime|Drama|History|Romance,1930s|bank|celebrity criminal|fbi|public enemy number one,100000000,2009,7,2.35
American Gangster,176,130127620,Biography|Crime|Drama,death|heroin|popcorn|smuggling|vietnam,100000000,2007,7.8,1.85
True Lies,141,146282411,Action|Comedy|Thriller,espionage|secret agent|secret mission|spy|spy film,115000000,1994,7.2,2.35
The Taking of Pelham 1 2 3,106,65452312,Action|Crime|Thriller,hijack|hostage|ransom|subway|train,100000000,2009,6.4,2.35
Little Fockers,98,148383780,Comedy|Romance,birthday|critically bashed|male nurse|nurse|suspicion,100000000,2010,5.5,1.85
The Other Guys,116,119219978,Action|Comedy|Crime,capitalist|detective|investigation|new york city|police,100000000,2010,6.7,2.35
Eraser,115,101228120,Action|Drama|Mystery|Thriller,assassination attempt|corporate crime|rogue agent|witness|witness protection program,100000000,1996,6.1,2.35
Django Unchained,165,162804648,Drama|Western,dynamite|historically inaccurate|ku klux klan|n word|slavery,100000000,2012,8.5,2.35
The Hunchback of Notre Dame,91,100117603,Animation|Drama|Family|Musical|Romance,15th century|cathedral|gypsy|paris|victor hugo,100000000,1996,6.9,1.78
The Emperor's New Groove,78,89296573,Adventure|Animation|Comedy|Family|Fantasy,antidote|disney|emperor|first part|llama,100000000,2000,7.3,1.66
The Expendables 2,103,85017401,Action|Adventure|Thriller,church|hostage|mine|plutonium|revenge,92000000,2012,6.7,2.35
National Treasure,131,173005002,Action|Adventure|Comedy|Family|Mystery,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,100000000,2004,6.9,2.35
Eragon,104,75030163,Action|Adventure|Family|Fantasy,dragon|dragon rider|fictional war|sword and fantasy|teenage hero,100000000,2006,5.1,2.35
Where the Wild Things Are,101,77222184,Adventure|Drama|Family|Fantasy,based on children's book|creature|igloo|imagination|king,100000000,2009,6.8,2.35
Pan,111,34964818,Adventure|Family|Fantasy,1940s|child hero|fantasy world|orphan|reference to peter pan,150000000,2015,5.8,2.35
Epic,102,107515297,Adventure|Animation|Family|Fantasy,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,100000000,2013,6.7,2.35
The Tourist,103,67631157,Action|Romance|Thriller,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,100000000,2010,6,2.35
End of Days,121,66862068,Action|Fantasy|Horror|Mystery,atheist|ex cop|female masturbation|female nudity|lucifer,83000000,1999,5.7,2.35
Blood Diamond,143,57366262,Adventure|Drama|Thriller,diamond|elephant|fisherman|rebel|sierra leone,100000000,2006,8,2.35
The Wolf of Wall Street,240,116866727,Biography|Comedy|Crime|Drama,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,100000000,2013,8.2,2.35
Batman Forever,121,184031112,Action|Adventure|Fantasy,love|necktie|partner|rock music|tuxedo,100000000,1995,5.4,1.85
Starship Troopers,129,54700065,Action|Sci-Fi|War,alien|federation|future|military|planet,105000000,1997,7.2,1.85
Cloud Atlas,172,27098580,Drama|Sci-Fi,composer|future|letter|nonlinear timeline|nursing home,102000000,2012,7.5,2.35
Legend of the Guardians: The Owls of Ga'Hoole,101,55673333,Action|Adventure|Animation|Family|Fantasy,barn owl|escape|owl|ruler|soldier,80000000,2010,7,2.35
Catwoman,87,40198710,Action|Crime|Fantasy|Romance|Thriller,based on cult comic book|bechdel test passed|cat|detective|radical transformation,100000000,2004,3.3,2.35
Hercules,101,72660029,Action|Adventure,army|greek mythology|hercules|king|mercenary,100000000,2014,6,2.35
Treasure Planet,95,38120554,Adventure|Animation|Family|Sci-Fi,alien|cyborg|pirate|planet|treasure,140000000,2002,7.1,1.5
Land of the Lost,102,49392095,Adventure|Comedy|Sci-Fi,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,100000000,2009,5.4,1.85
The Expendables 3,131,39292022,Action|Adventure|Thriller,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,90000000,2014,6.1,2.35
Point Break,114,28772222,Action|Crime|Sport|Thriller,athlete|extreme sports|fbi|fbi agent|heist,105000000,2015,5.3,2.35
Son of the Mask,94,17010646,Comedy|Family|Fantasy,baby|cartoon on tv|cartoonist|dog|mask,84000000,2005,2.2,1.85
In the Heart of the Sea,122,24985612,Action|Adventure|Biography|Drama|History|Thriller,emaciation|ship|starvation|vomiting|whale,100000000,2015,7,1.85
The Adventures of Pluto Nash,95,4411102,Action|Comedy|Sci-Fi,casino|future|laser gun|moon|nightclub,100000000,2002,3.8,1.85
Green Zone,115,35024475,Action|Drama|Thriller|War,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction,100000000,2010,6.9,2.35
The Peanuts Movie,88,130174897,Adventure|Animation|Comedy|Family,dog|girl|imagination|peanuts|red hair,99000000,2015,7.2,1.85
The Spanish Prisoner,110,10200000,Drama|Mystery|Thriller,brother sister relationship|extradition|fbi|japanese tourist|secret,10000000,1997,7.3,1.85
The Mummy Returns,130,202007640,Action|Adventure|Fantasy|Thriller,ancient egypt|bracelet|king|scorpion|son,98000000,2001,6.3,2.35
Gangs of New York,216,77679638,Crime|Drama,butcher|civil war|gangster|new york city|revenge,100000000,2002,7.5,2.35
The Flowers of War,146,9213,Drama|History|Romance|War,abusive stepfather|attempted rape|food shortage|sexual abuse|starving child,94000000,2011,7.6,2.35
Surf's Up,85,58867694,Animation|Comedy|Family|Sport,chicken|competition|island|penguin|surfing,100000000,2007,6.8,1.85
The Stepford Wives,93,59475623,Comedy|Sci-Fi|Thriller,community|connecticut|fem bot|tv producer|writer,90000000,2004,5.2,1.85
Black Hawk Down,152,108638745,Drama|History|War,army|helicopter|somali|somalia|warlord,92000000,2001,7.7,2.35
The Campaign,85,86897182,Comedy,campaigning|congressman|north carolina|title at the end|u.s. congressman,95000000,2012,6.2,1.85
The Fifth Element,126,63540020,Action|Adventure|Sci-Fi,1910s|alien|artificially created woman|love|taxi driver,93000000,1997,7.7,2.35
Sex and the City 2,146,95328937,Comedy|Drama|Romance,abu dhabi|box office hit|muslim|nanny|united arab emirates,100000000,2010,4.3,1.85
The Road to El Dorado,89,50802661,Adventure|Animation|Comedy|Family|Romance,adventurer|el dorado|gold|high priest|implied sex,95000000,2000,6.9,1.85
Ice Age: Continental Drift,88,161317423,Adventure|Animation|Comedy|Family,acorn|herd|iceberg|ocean|pirate,95000000,2012,6.6,2.35
Cinderella,105,201148159,Drama|Family|Fantasy|Romance,dress|duke|fairy godmother|fairy tale|pumpkin,95000000,2015,7,2.35
The Lovely Bones,135,43982842,Drama|Fantasy|Thriller,1970s|afterlife|heaven|pedophile|rape,65000000,2009,6.7,2.35
Finding Nemo,100,380838870,Adventure|Animation|Comedy|Family,great barrier reef|protective father|separation from family|shark|short term memory loss,94000000,2003,8.2,1.85
The Lord of the Rings: The Return of the King,192,377019252,Action|Adventure|Drama|Fantasy,battle|epic|king|orc|ring,94000000,2003,8.9,2.35
